collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate
194650,col,,140.514801,9.756,"Faligochol-1 site (FSFA-1), Fais Island",,,21,Holocene,,0.0117,0,66135,,,,estimated from map,3,small collection,"This site lies near the bottom of the inland slope on which FSYE is located. The area is\r\ncovered with black organic soil and is used currently to grow tobacco. A single 2 by 2 m square was excavated in one of the tobacco gardens, 4.9 m above sea level.",gp_mid,,,coordinates not computable using this model
194651,col,,140.514603,9.7557,"Faligochol-2 site (FSFA-2), Fais Island",,,20,Holocene,,0.0117,0,66135,,,,estimated from map,4,small collection,Another 2 by 2 m square was excavated 25 m south of FSFA-I at the southern comer of a tobacco garden.,gp_mid,,,coordinates not computable using this model
194652,col,,140.514404,9.7554,"Powag-1 site (FSPO-1), Fais Island",,,7,Holocene,,0.0117,0,66135,,,,estimated from map,4,small collection,"Two squares were excavated in Powag, named for one of the house compounds in\r\nFaliyow Village. The first square (1 by 1 m) is FSPO-1. It is 40 m southwest of FSFA-2, 100 m inland from the beach line, and about 6 m above sea level.",gp_mid,,,coordinates not computable using this model
194653,col,,140.514404,9.7549,"Powag-2 site (FSPO-2), Fais Island",,,5,Holocene,,0.0117,0,66135,,,,estimated from map,4,small collection,"The second excavation at Powag is a single 1 by 1.5 m square at the edge of a beach flat,\r\n46 m from the high-tide line and 53 m south of FSPO-1. The site surface is 3.6m above sea level. The square size was reduced to 1 by 1 m at a depth of about 0.9 m.",gp_mid,,,coordinates not computable using this model
194655,col,,-173.966003,26.063499,"Lisianski Island, datum A",,,1,Holocene,,0.0117,0,66142,US,Hawaii,,estimated from map,4,outcrop,"200 m east and 50 m south of U.S. Coast and Geodetic Survey (USCGS) Bench Mark 2, to test a relatively high portion of the depressed center of the island. The datum elevation, as measured with a mason's spirit level, cord, and stakes from the bench mark height of 6.38 m above sea level (ASL), was ca. 4.9 m. A single standard meter-square excavation unit (designated as Pit S0/W1 in Table 2) was dug to a depth of 210 cm below datum.",gp_mid,,,coordinates not computable using this model
194656,col,,-173.962997,26.060499,"Lisianski Island, datum B",,,1,Holocene,,0.0117,0,66142,US,Hawaii,,estimated from map,4,outcrop,"A third excavation, Datum B (elevation ca. 1.1 m ASL), was dug in a lower inland area to the south. Its position could not be established except in relation to a small group of dead introduced common ironwood (Casuarina equisetifolia Linnaeus) trees in the southwestern quadrant of the island (265 m east and 5 m north of the easternmost of those trees [a USCGS Triangulation Station supposed to have been established in that area in 1931 could not be found]). A total of 8 square meters in the immediate vicinity of this datum was excavated to various stratigraphic levels, as were portions of nine similar-sized units located several meters to the southwest and an additional pit located 50 m north and 70 m east of the datum.",gp_mid,,,coordinates not computable using this model
194672,col,,-135.053299,-23.15,"Onemea Site TAR-6, test pit 2, layer II",,,4,Holocene,,0.0117,0,66152,PF,,,based on nearby landmark,2,small collection,,gp_mid,,,coordinates not computable using this model
194673,col,,-135.053299,-23.15,"Onemea Site TAR-6, test pit 2, layer III",,,8,Holocene,,0.0117,0,66152,PF,,,based on nearby landmark,2,small collection,,gp_mid,,,coordinates not computable using this model
194674,col,,-135.039001,-23.165001,"Nenega-Iti Site AGA-3, test pit, layer III",,,3,Holocene,,0.0117,0,66152,PF,,,based on nearby landmark,3,small collection,,gp_mid,,,coordinates not computable using this model
194675,col,,-151.037506,-16.709499,"Fa'ahia site, Huahine",,,41,Holocene,,0.0117,0,66155,PF,,,estimated from map,4,outcrop,"The Vaito' otia/Fa' ahia archaeological site has been excavated intermittently since 1973. Discovered during construction of the Hotel Bali Hai, the site straddles the boundary between Vaito' otia and Fa'ahia, two traditional land districts on Huahine (Sinoto 1988: Figure 1). The site, therefore, has been called by both names, depending on which side of the boundary a given excavation occurs. Thus the name Vaito' otia (site ScH1-1) was used by Sinoto and McCoy (1975) and Bellwood (1979: 310,324), while the name Fa'ahia (site ScH1-2) was used by Pigeot (1985, 1986). Both names were used by Emory (1979) and Sinoto (1979, 1983, 1988). Even though initial excavations were in the Vaito' otia district and later excavations were in Fa' ahia, less than 100 m separates the two excavated areas (Figure 4). Only a single, large site is represented, regardless of its name. For convenience, we refer to the site as Fa'ahia, thereby conforming to more recent usage.",gp_mid,,,coordinates not computable using this model
194700,col,,-174.914993,-21.440001,"Layer I, Anatu, Eua",,,17,Holocene,,0.0117,0,66167,TO,,,based on nearby landmark,2,outcrop,Near the southern tip of 'Eua in Quaternary reefal limestone of the 400 feet terrace,gp_mid,,,coordinates not computable using this model
194701,col,,-174.354996,-19.815001,"Tongoleleka site (various layers), Lifuka",,,3,Holocene,,0.0117,0,66189,TO,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194702,col,,-174.405594,-19.894699,"Vaipuna Site, Uiha",,,3,Holocene,,0.0117,0,66162,TO,,,estimated from map,4,outcrop,The Vaipuna Lapita site is situated 400 m from the present shore to the rear of the village fence in the southeast corner of 'Uiha village on the island of 'Uiha,gp_mid,,,coordinates not computable using this model
194703,col,,167.186996,-15.99,"Malua Bay site, Malakula",,,1,Holocene,,0.0117,0,66162,VU,,,estimated from map,2,outcrop,,gp_mid,167.19,-15.99,677
194713,col,,-174.919998,-21.299999,"That Cave, Eua",,,2,Holocene,,0.0117,0,66166,TO,,,estimated from map,1,outcrop,"That Cave is located near the northeastern coast, just below Anokula",gp_mid,,,coordinates not computable using this model
194714,col,,-174.279999,-19.68,"Pukotala site, Ha'ano",,,2,Holocene,,0.0117,0,66189,TO,,,estimated from map,2,outcrop,,gp_mid,,,coordinates not computable using this model
194715,col,,-174.710007,-19.950001,"Mele Havea site, Ha'afeva",,,2,Holocene,,0.0117,0,66189,TO,,,estimated from map,2,outcrop,The Mele Havea site is centrally located in Ha'afeva village on an open sandy flat 145 m inland from the present beach.,gp_mid,,,coordinates not computable using this model
194716,col,,-175.229996,-21.18,"Ha'ateiho site, Tongatapu",,,2,Holocene,,0.0117,0,66166,TO,,,estimated from map,2,outcrop,The Mele Havea site is centrally located in Ha'afeva village on an open sandy flat 145 m inland from the present beach.,gp_mid,,,coordinates not computable using this model
194718,col,,-178.820007,-18.184999,"Layer W, Qaranipuqa rockshelter, Lakeba",,,2,Holocene,,0.0117,0,66168,FJ,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194719,col,,-178.820007,-18.184999,"Layer U, Qaranipuqa rockshelter, Lakeba",,,1,Holocene,,0.0117,0,66168,FJ,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194720,col,,-178.820007,-18.184999,"Layer V, Qaranipuqa rockshelter, Lakeba",,,2,Holocene,,0.0117,0,66168,FJ,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194721,col,,-178.820007,-18.184999,"Layer X, Qaranipuqa rockshelter, Lakeba",,,2,Holocene,,0.0117,0,66168,FJ,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194722,col,,-179.154999,-17.424999,"Votua site, Mago Island",,,1,Holocene,,0.0117,0,66168,FJ,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194723,col,,178.489197,-18.0674,"Udit Tomo cave, Wainibuku, Viti Levu",,,6,Holocene,,0.0117,0,66168,FJ,,,stated in text,4,outcrop,"Udit Cave, Wainibuku, Viti Levu, Fiji; 18° 04' 02.6""S 178° 29' 21.0""E",gp_mid,,,coordinates not computable using this model
194725,col,,178.410004,-17.76,Delai-ni-qara cave,,,2,Holocene,,0.0117,0,66168,FJ,,,estimated from map,2,outcrop,,gp_mid,,,coordinates not computable using this model
194726,col,,178.677002,-17.584999,"Naigani Island, site VL21/5",,,1,Holocene,,0.0117,0,66168,FJ,,,estimated from map,3,outcrop,,gp_mid,,,coordinates not computable using this model
194727,col,,-178.820007,-18.184999,"Layer T, Qaranipuqa rockshelter, Lakeba",,,1,Holocene,,0.0117,0,66169,FJ,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194728,col,,177.474716,-17.8825,"Vatuma Cave, Viti Levu",,,2,Holocene,,0.0117,0,66169,FJ,,,stated in text,seconds,outcrop,c. 12 km south of Nadi,gp_mid,,,coordinates not computable using this model
194729,col,,178.100006,-18.415001,"Kulu Bay site, Beqa Island",,,1,Holocene,,0.0117,0,66169,FJ,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194747,col,,-157.934998,-21.905001,"Te Rua Rere Cave, Tava'enga District, Mangaia",,,3,Holocene,,0.0117,0,66188,CK,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194748,col,,-157.895004,-21.92,"Toruapuru Cave, Ivirua District, Mangaia",,,2,Holocene,,0.0117,0,66188,CK,,,based on nearby landmark,2,outcrop,,gp_mid,,,coordinates not computable using this model
194749,col,,-157.910004,-21.952,"Tapukeu Cave, Tamarua District, Mangaia",,,1,Holocene,,0.0117,0,66188,CK,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194750,col,,-157.949997,-21.940001,"Tuatini Cave, Veitatei District, Mangaia",,,1,Holocene,,0.0117,0,66188,CK,,,based on nearby landmark,2,outcrop,,gp_mid,,,coordinates not computable using this model
194751,col,,-174.289993,-19.73,"Faleloa site, Foa, Ha'apai Group",,,29,Holocene,,0.0117,0,66189,TO,,,based on nearby landmark,2,outcrop,,gp_mid,,,coordinates not computable using this model
194752,col,,-174.345001,-19.785,"Holopeka site, Lifuka, Ha'apai Group",,,8,Holocene,,0.0117,0,66190,TO,,,based on nearby landmark,3,outcrop,,gp_mid,,,coordinates not computable using this model
194753,col,,-174.350006,-19.82,"Toumu'a Well, Lifuka, Ha'apai Group",,,5,Holocene,,0.0117,0,66190,TO,,,based on nearby landmark,2,outcrop,,gp_mid,,,coordinates not computable using this model
194754,col,,-174.949997,-21.344999,"Anatuli, Eua",,,1,Holocene,,0.0117,0,66189,TO,,,based on nearby landmark,3,outcrop,"""near Ohonua""",gp_mid,,,coordinates not computable using this model
194755,col,,-174.949997,-21.370001,"Midden Cave, Eua",,,1,Holocene,,0.0117,0,66189,TO,,,based on nearby landmark,2,outcrop,Approximate coordiates,gp_mid,,,coordinates not computable using this model
194756,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone A, Mangaia",,,6,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194757,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone B, Mangaia",,,6,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194758,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone C, Mangaia",,,6,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194759,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone D, Mangaia",,,3,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194760,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone E, Mangaia",,,6,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194761,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone F, Mangaia",,,2,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194762,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone G, Mangaia",,,7,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194763,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone H, Mangaia",,,6,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
194764,col,,-157.936996,-21.945,"Tangatatau Rockshelter, zone I, Mangaia",,,15,Holocene,,0.0117,0,66191,CK,,,estimated from map,3,outcrop,Site MAN-44 (local name: Tangatatau) covers 225 m2 of habitable area at the base of the 25-m high makatea escarpment in Veitatei District. We excavated a 1 x 5 m main trench through the central part of the shelter and a 1-m2 test unit 20 m west of the main trench. Our analyses herein are confined to the main trench.,gp_mid,,,coordinates not computable using this model
